siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 11:00",16
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 11:00",0.43
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 12:00",0.4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 12:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 12:00",19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 12:00",18
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 12:00",5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 12:00",0.47
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 13:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 13:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 13:00",14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 13:00",25
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 13:00",0.42
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 13:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 14:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 14:00",25
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 14:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 14:00",0.1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 14:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 14:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 15:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 15:00",0.14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 15:00",22
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 15:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 15:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 15:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 16:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 16:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 16:00",0.14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 16:00",18
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 16:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 16:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 17:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 17:00",0.14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 17:00",20
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 17:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 17:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 17:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 18:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 18:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 18:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 18:00",4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 18:00",23
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 18:00",0.11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 19:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 19:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 19:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 19:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 19:00",22
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 19:00",0.12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 20:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 20:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 20:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 20:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 20:00",14
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 20:00",0.22
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 21:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 21:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 21:00",12
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 21:00",4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 21:00",11
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 21:00",0.28
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 22:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 22:00",0.44
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 22:00",2
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 22:00",14
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 22:00",21
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 22:00",0
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 23:00",18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 23:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 23:00",0.35
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 23:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 23:00",19
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 23:00",2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 00:00",8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 00:00",0.27
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 00:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 00:00",14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 00:00",0
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 00:00",17
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 01:00",16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 01:00",0.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 01:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 01:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 01:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 01:00",4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 02:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 02:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 02:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 02:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 02:00",0.8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 02:00",0.32
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 03:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 03:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 03:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 03:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 03:00",16
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 03:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 04:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 04:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 04:00",0.31
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 04:00",2
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 04:00",22
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 04:00",13
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 05:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 05:00",1.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 05:00",0.32
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 05:00",21
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 05:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 05:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 06:00",12
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 06:00",0.49
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 06:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 06:00",2.5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 06:00",32
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 06:00",19
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 07:00",20
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 07:00",2.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 07:00",0.75
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 07:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 07:00",32
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 07:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 08:00",22
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 08:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 08:00",0.72
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 08:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 08:00",26
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 08:00",8
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 09:00",11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 09:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 09:00",0.41
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 09:00",19
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 09:00",19
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 09:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 10:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 10:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 10:00",0.19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 10:00",19
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 10:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 10:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 11:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 11:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 11:00",0.15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 11:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 11:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 11:00",0
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 12:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 12:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 12:00",0.15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 12:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 12:00",17
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 12:00",7
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 13:00",16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 13:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 13:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 13:00",3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 13:00",0.2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 13:00",0.2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 14:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 14:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 14:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 14:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 14:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 14:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 15:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 15:00",0.18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 15:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 15:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 15:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 15:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 16:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 16:00",0.18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 16:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 16:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 16:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 16:00",1
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 17:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 17:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 17:00",13
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 17:00",9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 17:00",0.32
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 17:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 18:00",0.6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 18:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 18:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 18:00",0.7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 18:00",21
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 18:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 19:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 19:00",0.62
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 19:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 19:00",21
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 19:00",25
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 19:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 20:00",25
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 20:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 20:00",0.74
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 20:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 20:00",23
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 20:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 21:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 21:00",0.8
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 21:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 21:00",20
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 21:00",25
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 21:00",11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 22:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 22:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 22:00",22
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 22:00",13
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 22:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 22:00",0.64
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-15 23:00",0.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-15 23:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-15 23:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-15 23:00",13
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-15 23:00",6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-15 23:00",0.23
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 00:00",0.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 00:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 00:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 00:00",21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 00:00",3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 00:00",0.42
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 01:00",1.1
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 01:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 01:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 01:00",31
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 01:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 01:00",0.33
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 02:00",1.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 02:00",0.42
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 02:00",2
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 02:00",21
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 02:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 02:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 03:00",21
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 03:00",1.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 03:00",0.43
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 03:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 03:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 03:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 04:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 04:00",0.35
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 04:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 04:00",14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 04:00",1.8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 04:00",28
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 05:00",14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 05:00",1.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 05:00",0.36
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 05:00",1
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 05:00",27
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 05:00",6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 06:00",0.41
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 06:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 06:00",12
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 06:00",25
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 06:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 06:00",1.6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 07:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 07:00",1.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 07:00",0.62
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 07:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 07:00",26
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 07:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 08:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 08:00",1.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 08:00",0.57
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 08:00",10
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 08:00",19
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 08:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 09:00",0.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 09:00",0.39
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 09:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 09:00",13
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 09:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 09:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 10:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 10:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 10:00",0.38
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 10:00",23
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 10:00",18
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 10:00",15
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 11:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 11:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 11:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 11:00",38
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 11:00",22
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 11:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 12:00",11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 12:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 12:00",0.31
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 12:00",45
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 12:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 12:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 13:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 13:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 13:00",0.21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 13:00",45
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 13:00",19
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 13:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 14:00",9
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 14:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 14:00",0.21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 14:00",41
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 14:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 14:00",2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 15:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 15:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 15:00",26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 15:00",30
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 15:00",0.17
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 15:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-16 16:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 16:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-16 16:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-16 16:00",24
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-16 16:00",18
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 16:00",8
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-16 17:00",11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-16 17:00",x
